Pee-powered 'green' toilet to light up refugee camps (reuters),http://news.feedzilla.com/en_us/stories/science/424097550?client_source=api&format=json,"LONDON (Thomson Reuters Foundation) - A toilet that uses urine to generate
electricity and can charge a mobile phone will soon light up dark corners of
refugee camps after being tested by students in Britain.







"
People use handshakes to sniff each other out (Biologynews),http://news.feedzilla.com/en_us/stories/science/423881866?client_source=api&format=json,"
Scientists find that people use the touch of a handshake to sample and sniff
signaling molecules. A sterile glove was used to identify signaling molecules
transmitted via a handshake. Limp or firm, your handshake conveys subliminal
social cues. Now, research reveals it also transmits chemical signals that
could explain why the greeting evolved in the first place.

"
Pet cat shot through head (APN),http://news.feedzilla.com/en_us/stories/science/424084103?client_source=api&format=json,"A cat has been shot with an arrow through its head in East Auckland
overnight.The cat was taken to the Manukau After Hours Veterinary Clinic about
11pm last night with an arrow embedded in its skull.Shocking photos and
x-rays...

"
Racial Discrimination Affects Virtual Reality Characters Too,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/wDI0E128HtQ/racial-discrimination-affects-virtual-reality-characters-too,"vrml writes: You are looking for the exit of a building in a virtual reality experience when a virtual character gets stuck in a room and cries for your help. Could the color of the skin (black or white) of the virtual human influence your decision to provide or refuse help? That's what comes out from a new study published by the journal Computers in Human Behavior. White users were told that they had to reach the exit of the virtual building as soon as possible. The number of users who decided to help tripled when the virtual victim was white rather than black. Researchers tried also other conditions in which they did not put users under time pressure: this reduced the discrimination, although the number of users who helped remained more favorable for the white rather than the black virtual human. The paper explains these results in terms of the automatic categorization processes that originate from unwanted, unconscious social and cultural biases: putting people under pressure increases automatic responses, leading to more discrimination towards the black character.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Racial+Discrimination+Affects+Virtual+Reality+Characters+Too%3A+http%3A%2F%2Fbit.ly%2F1FWL7Sf""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fscience.slashdot.org%2Fstory%2F15%2F03%2F04%2F1536201%2Fracial-discrimination-affects-virtual-reality-characters-too%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://science.slashdot.org/story/15/03/04/1536201/racial-discrimination-affects-virtual-reality-characters-too?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://science.slashdot.org/story/15/03/04/1536201/racial-discrimination-affects-virtual-reality-characters-too?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7052785&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/wDI0E128HtQ"" height=""1"" width=""1"" alt=""""/>"
Researchers Report Milestone in Developing Quantum Computer (NY Times),http://news.feedzilla.com/en_us/stories/science/424072722?client_source=api&format=json,"A team of University of California, Santa Barbara, and Google scientists
reported that they had created an error-correction system that stabilizes
qubits, the unstable basic element of quantum computing.







"
SpaceX's Challenge Against Blue Origins' Patent Fails To Take Off,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/uE-0c2B3dew/spacexs-challenge-against-blue-origins-patent-fails-to-take-off,"speedplane writes As was previously discussed on Slashdot, back in September SpaceX challenged a patent owned by Blue Origin. The technology concerned landing rockets at sea. Yesterday, the judges in the case issued their opinion stating that they are unable to initiate review of the patent on the grounds brought by SpaceX. Although at first glance this would appear to be a Blue Origin win, looking closer, the judges explained that Blue Origin's patent lacks sufficient disclosure, effectively stating that the patent is invalid, but not on the specific grounds brought by SpaceX: ""Because claim 14 lacks adequate structural support for some of the means-plus-function limitations, it is not amenable to construction. And without ascertaining the breadth of claim 14, we cannot undertake the necessary factual inquiry for evaluating obviousness with respect to differences between the claimed subject matter and the prior art."" If SpaceX wants to move forward against Blue Origin, this opinion bodes well for them, but they will need to take their case in front of a different court.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=SpaceX's+Challenge+Against+Blue+Origins'+Patent+Fails+To+Take+Off%3A+http%3A%2F%2Fbit.ly%2F1BSZ9Hf""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fyro.slashdot.org%2Fstory%2F15%2F03%2F04%2F2025253%2Fspacexs-challenge-against-blue-origins-patent-fails-to-take-off%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://yro.slashdot.org/story/15/03/04/2025253/spacexs-challenge-against-blue-origins-patent-fails-to-take-off?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://yro.slashdot.org/story/15/03/04/2025253/spacexs-challenge-against-blue-origins-patent-fails-to-take-off?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7053827&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/uE-0c2B3dew"" height=""1"" width=""1"" alt=""""/>"
Trickle of Liberian Children Returning to School Reflects Lingering Ebola Fears (bioethicscom),http://news.feedzilla.com/en_us/stories/science/424056881?client_source=api&format=json,"(New York Times) - About eight months after governments in the region closed
schools to stop the spread of Ebola, uniformed and backpack-carrying
schoolchildren have returned to the streets of Monrovia, the capital, perhaps
the most visible sign of the … Read More

"
US Air Traffic Control System Is Riddled With Vulnerabilities,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/7xnh3J9qdxA/us-air-traffic-control-system-is-riddled-with-vulnerabilities,"An anonymous reader writes: A recently released report (PDF) by the U.S. Government Accountability Office has revealed that despite some improvements, the Federal Aviation Administration (FAA) still needs to quash significant security control weaknesses that threaten the agency's ability to ensure the safe and uninterrupted operation of the national airspace system (NAS). The report found that while the ""FAA established policies and procedures for controlling access to NAS systems and for configuring its systems securely, and it implemented firewalls and other boundary protection controls to protect the operational NAS environment [...] a significant number of weaknesses remain in the technical controls&mdash;including access controls, change controls, and patch management&mdash;that protect the confidentiality, integrity, and availability of its air traffic control systems.""<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=US+Air+Traffic+Control+System+Is+Riddled+With+Vulnerabilities%3A+http%3A%2F%2Fbit.ly%2F18Pp6uE""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F15%2F03%2F04%2F1621252%2Fus-air-traffic-control-system-is-riddled-with-vulnerabilities%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/15/03/04/1621252/us-air-traffic-control-system-is-riddled-with-vulnerabilities?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://tech.slashdot.org/story/15/03/04/1621252/us-air-traffic-control-system-is-riddled-with-vulnerabilities?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7052923&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/7xnh3J9qdxA"" height=""1"" width=""1"" alt=""""/>"
Watch Live Today: The Physics of Water [Video] (Scientific American),http://news.feedzilla.com/en_us/stories/science/424003315?client_source=api&format=json,"Physicist Marcia Barbosa will present a free live Webcast on the scientific
mysteries of H20


-- Read more on ScientificAmerican.com

"
Watch the Aurora Shimmer and Dance in Real Time (Universe Today),http://news.feedzilla.com/en_us/stories/science/424068452?client_source=api&format=json,"I for one have never witnessed the northern lights in person, and like many
people I experience them vicariously through the photography and videos of
more well-traveled (or more polar-bound) individuals. Typically these are
either single-shot photos or time-lapses made up of many somewhat long-
exposure images. As beautiful as these are, they don't accurately capture […]

"
"White House Threatens Veto Over EPA ""Secret Science"" Bills",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/VhCcE_NCLYc/white-house-threatens-veto-over-epa-secret-science-bills,"sciencehabit writes The U.S. House of Representatives could vote as early as this week to approve two controversial, Republican-backed bills that would change how the U.S. Environmental Protection Agency (EPA) uses science and scientific advice to inform its policies. Many Democrats, scientific organizations, and environmental groups are pushing back, calling the bills thinly veiled attempts to weaken future regulations and favor industry. White House advisers announced that they will recommend that President Barack Obama veto the bills if they reach his desk in their current form.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=White+House+Threatens+Veto+Over+EPA+%22Secret+Science%22+Bills%3A+http%3A%2F%2Fbit.ly%2F1BTa9Ep""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fscience.slashdot.org%2Fstory%2F15%2F03%2F04%2F2254242%2Fwhite-house-threatens-veto-over-epa-secret-science-bills%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://science.slashdot.org/story/15/03/04/2254242/white-house-threatens-veto-over-epa-secret-science-bills?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://science.slashdot.org/story/15/03/04/2254242/white-house-threatens-veto-over-epa-secret-science-bills?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7054229&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/VhCcE_NCLYc"" height=""1"" width=""1"" alt=""""/>"
Would You Need a License To Drive a Self-Driving Car?,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/Cq5Uus74eJk/would-you-need-a-license-to-drive-a-self-driving-car,"agent elevator writes Not as strange a question as it seems, writes Mark Harris at IEEE Spectrum : ""Self-driving cars promise a future where you can watch television, sip cocktails, or snooze all the way home. But what happens when something goes wrong? Today's drivers have not been taught how to cope with runaway acceleration, unexpected braking, or a car that wants to steer into a wall."" The California DMV is considering something that would be similar to requirements for robocar test-driver training."" Hallie Siegel points out this article arguing that we need to be careful about how many rules we make for self-driving cars before they become common. Governments and lawmakers across the world are debating how to best regulate autonomous cars, both for testing, and for operation. Robocar expert Brad Templeton argues that that there is a danger that regulations might be drafted long before the shape of the first commercial deployments of the technology take place.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Would+You+Need+a+License+To+Drive+a+Self-Driving+Car%3F%3A+http%3A%2F%2Fbit.ly%2F1FZkWdq""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F15%2F03%2F04%2F236232%2Fwould-you-need-a-license-to-drive-a-self-driving-car%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/15/03/04/236232/would-you-need-a-license-to-drive-a-self-driving-car?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://tech.slashdot.org/story/15/03/04/236232/would-you-need-a-license-to-drive-a-self-driving-car?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7054261&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/Cq5Uus74eJk"" height=""1"" width=""1"" alt=""""/>"
du announces participation at CABSAT 2015 with Akamai (AME ),http://news.feedzilla.com/en_us/stories/science/423949893?client_source=api&format=json,"The 20th edition of CABSAT will be held 10-12 March 2015, and the du – Akamai
stand will be located at #D4-10, Hall 4, Dubai World Trade Center.

"
